,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Version,Country,Scenario,Sector,Indicator,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
,112024,ARE,"Current Policy, Max","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.72,220.75,226.33,227.13,233.49,239.89,246.32,252.77,258.78,263.64,269.32,275,280.68,286.35
,112024,ARE,"Current Policy, Min","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.72,215.46,215.2,214.93,214.67,214.41,214.15,213.89,213.63,213.82,214.01,214.2,214.39,214.59
,112024,ARE,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),54.94,59.74,61.35,68.65,74.44,82.01,89.59,97.16,104.74,112.31,119.88,128.13,136.38,144.63,152.88,161.13,164.54,167.94,171.35,174.75,178.16,181.57,184.97,188.38,191.78,193.37,194.97,196.56,198.15,199.74,201.34,202.93,215.72,,,,,,,,,,,,,
,112024,ARE,Historical,LULUCF,Emissions (absolute),MtCO2e (GWP-AR4),,,,,-4.23,,,,,,-9.66,,,,,-13.32,,,,,,,,,-8.43,,,,,-1.07,,,,,,,,,,,,,,,,
,112024,ARE,"NDC Unconditional, Max","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.15,,,,,
,112024,ARE,"NDC Unconditional, Min","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.15,,,,,
,092024,ARE,1.5C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.92,,,,,101.91,,,,,
,092024,ARE,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.93,,,,,137.47,,,,,
,092024,ARE,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.88,,,,,279.62,,,,,
,092024,ARE,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.88,,,,,208.52,,,,,
,092024,ARE,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.91,,,,,33.08,,,,,
,092024,ARE,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.16,,,,,205.4,,,,,
,032024,ARE,1.5C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.13,228.03,220.93,213.82,206.72,199.62,192.94,186.27,179.59,172.92,166.24,157.29,148.34,139.39,130.44,121.49
,032024,ARE,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.46,234.66,233.87,233.07,232.28,231.48,230.46,229.44,228.41,227.39,226.37,222.62,218.88,215.13,211.39,207.65
,032024,ARE,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.05,244.05,251.05,258.05,265.05,272.06,280.1,288.14,296.18,304.23,312.27,319.46,326.65,333.84,341.03,348.23
,032024,ARE,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.96,241.28,246.61,251.93,257.26,262.58,268.75,274.93,281.1,287.27,293.45,299.59,305.74,311.88,318.02,324.17
,032024,ARE,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.9,239.82,242.74,245.66,248.58,251.5,255.61,259.73,263.84,267.96,272.08,274.47,276.86,279.25,281.64,284.03
,032024,ARE,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.68,215.34,198.01,180.67,163.33,145.99,141.19,136.39,131.59,126.79,121.99,116.55,111.12,105.68,100.24,94.8
,032024,ARE,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.36,247.57,255.78,263.99,272.2,280.41,290.55,300.69,310.82,320.96,331.1,341.98,352.86,363.74,374.63,385.51
,092024,ARG,"Current Policy, Max","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.84,366.52,378.9,386.08,397.96,396.86,400.69,406.36,405.04,410.42,418.57,425.02,431.43,438.46
,092024,ARG,"Current Policy, Min","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.84,366.52,378.9,386.08,397.96,396.86,400.69,406.36,405.04,410.42,418.57,425.02,431.43,438.46
,092024,ARG,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),230.52,237.62,242.84,248.26,251.47,252.51,266.68,267.79,273.99,280.16,283.76,285.45,274.52,290.35,299.75,305.92,316.97,331.71,334.51,313.11,322.2,330.66,331.82,337.77,338.34,342.63,344.33,345.46,343.88,335.97,322.73,345.54,352.84,,,,,,,,,,,,,
,092024,ARG,Historical,LULUCF,Emissions (absolute),MtCO2e (GWP-AR4),47.14,67.96,70.8,62.89,65.99,70.67,89.73,85.51,103.35,88.89,86.27,83.88,98.6,97.86,106.03,95.01,112.31,119.03,94.64,71.81,77.1,54.79,93.56,88.15,59.05,38.85,32.3,38.84,39.75,9.89,69.48,,,,,,,,,,,,,,,
,092024,ARG,"NDC Unconditional, Max","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.93,,,,,
,092024,ARG,"NDC Unconditional, Min","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.93,,,,,
,092024,ARG,1.5C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.85,,,,,191,,,,,
,092024,ARG,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.38,,,,,232.12,,,,,
,092024,ARG,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.42,,,,,396.49,,,,,
,092024,ARG,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.37,,,,,314.27,,,,,
,092024,ARG,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.96,,,,,111.42,,,,,
,092024,ARG,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.43,,,,,310.67,,,,,
,032024,ARG,1.5C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.94,323.95,312.95,301.95,290.96,279.96,270.03,260.11,250.18,240.25,230.33,223.75,217.18,210.61,204.03,197.46
,032024,ARG,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.68,332.48,329.28,326.08,322.88,319.68,317.24,314.8,312.36,309.92,307.48,301.24,295,288.76,282.52,276.27
,032024,ARG,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.28,346.45,354.63,362.8,370.97,379.15,389.7,400.24,410.79,421.34,431.88,442.84,453.8,464.75,475.71,486.66
,032024,ARG,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.98,341.17,347.36,353.56,359.75,365.94,371.97,378,384.03,390.05,396.08,400.62,405.16,409.69,414.23,418.76
,032024,ARG,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.63,336.92,338.2,339.48,340.76,342.05,343.7,345.36,347.02,348.68,350.34,350.75,351.17,351.58,352,352.41
,032024,ARG,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.98,313.42,295.86,278.29,260.73,243.17,230.65,218.13,205.61,193.1,180.58,167.64,154.7,141.76,128.82,115.88
,032024,ARG,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.7,353.51,364.33,375.14,385.96,396.77,408.78,420.78,432.79,444.79,456.8,471.87,486.95,502.02,517.1,532.17
,092025,AUS,"Current Policy, Max","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.22,512.45,507.79,499.18,483.4,470.45,451.72,449.87,432.2,419.36,413.6,384.21
,092025,AUS,"Current Policy, Min","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.22,509.27,502.29,494.19,468.84,438.53,408.98,406.75,393.71,383.5,376.45,356.28
,092025,AUS,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR5),440.92,441.17,444.94,445.07,445.34,454.18,460.34,472.55,487.06,492.84,504.58,512.64,516.1,515.1,531.75,534.99,540.12,547.78,550.96,553.21,548.24,549.94,552.07,544.14,536.57,545.1,553.26,562.61,563.87,557.28,538.35,529.57,523.62,526.65,520.22,,,,,,,,,,,
,092025,AUS,Historical,LULUCF,Emissions (absolute),MtCO2e (GWP-AR5),178.27,157.77,113.48,92.16,81.79,60.7,55.73,41.82,44.98,59.47,69.37,78.07,78.96,79.27,46.72,76.94,108.31,83,69.81,62.13,68.38,35.62,8.54,18.87,8.19,-4.97,-56.43,-25.89,-55.55,-61.03,-60.64,-89.64,-83,-73.7,-73.7,,,,,,,,,,,
,092025,AUS,"NDC Unconditional, Max","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.41,,,,,293.37
,092025,AUS,"NDC Unconditional, Min","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.41,,,,,244.42
,062025,AUS,1.5C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.41,,,,,237.88,,,,,
,062025,AUS,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.92,,,,,299.09,,,,,
,062025,AUS,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.51,,,,,590.24,,,,,
,062025,AUS,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.93,,,,,439.26,,,,,
,062025,AUS,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.45,,,,,91.22,,,,,
,062025,AUS,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.1,,,,,431.01,,,,,
,062025,AUS,1.5C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.28,532.45,506.62,480.8,454.97,429.14,406.28,383.42,360.56,337.7,314.84,298.03,281.22,264.41,247.6,230.8
,062025,AUS,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.19,545.98,528.77,511.57,494.36,477.15,464.6,452.04,439.49,426.94,414.38,401.17,387.95,374.74,361.52,348.3
,062025,AUS,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.68,567.28,572.89,578.49,584.1,589.7,598.1,606.5,614.9,623.29,631.69,641.36,651.03,660.7,670.37,680.04
,062025,AUS,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.73,563.99,563.25,562.51,561.77,561.02,559.31,557.6,555.89,554.17,552.46,551.76,551.06,550.36,549.65,548.95
,062025,AUS,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.09,561.76,557.43,553.1,548.77,544.44,539.26,534.09,528.91,523.73,518.56,510.74,502.93,495.12,487.31,479.49
,062025,AUS,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.43,499.82,447.21,394.6,341.99,289.38,273.22,257.06,240.9,224.74,208.58,199.35,190.12,180.89,171.66,162.43
,062025,AUS,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.54,580.01,592.49,604.97,617.44,629.92,643.02,656.12,669.22,682.32,695.43,708.95,722.48,736,749.53,763.05
,082024,BRA,"Current Policy, Max","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.45,1164.61,1167.84,1171.06,1172.88,1174.71,1176.53,1178.36,1180.18,1183.62,1187.06,1190.5,1193.93,1197.37
,082024,BRA,"Current Policy, Min","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.45,1169.38,1168.32,1167.25,1166.19,1165.12,1164.06,1162.99,1161.92,1148.36,1134.79,1121.22,1107.65,1094.08
,082024,BRA,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),653.85,674.96,685.37,700.74,719.7,746.08,740.66,769.34,789,805.73,833.64,857.26,874.37,899.42,939.54,951.13,958.51,963.67,991.54,977.81,1040.83,1066.36,1099.8,1142.33,1172.61,1154.88,1135.54,1122.15,1100.23,1112.17,1105.27,1182.9,1170.45,,,,,,,,,,,,,
,082024,BRA,Historical,LULUCF,Emissions (absolute),MtCO2e (GWP-AR4),913.03,730.75,844.31,881.41,859,1977.12,1250.69,916.26,1176.7,1130.6,1182.12,1127.13,1336.98,2424.52,2618.99,1573.28,1203.19,851.57,961.27,321.64,255.92,331.95,181.29,390.93,249.09,376.25,408.25,309.85,338.05,561.28,641.85,,,,,,,,,,,,,,,
,082024,BRA,"NDC Unconditional, Max","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.87,,,,,
,082024,BRA,"NDC Unconditional, Min","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.87,,,,,
,042024,BRA,1.5C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.43,,,,,835.67,,,,,
,042024,BRA,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.75,,,,,989.12,,,,,
,042024,BRA,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.74,,,,,1602.55,,,,,
,042024,BRA,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364.15,,,,,1295.71,,,,,
,042024,BRA,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.76,,,,,538.68,,,,,
,042024,BRA,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353.34,,,,,1282.26,,,,,
,032024,BRA,1.5C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.62,1088.06,1054.51,1020.95,987.39,953.83,926.84,899.85,872.86,845.87,818.88,796.23,773.59,750.94,728.3,705.65
,032024,BRA,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.87,1109.75,1096.63,1083.51,1070.39,1057.27,1049.85,1042.42,1035,1027.58,1020.15,1002.94,985.73,968.51,951.3,934.09
,032024,BRA,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131.81,1156.72,1181.63,1206.55,1231.46,1256.37,1287.46,1318.55,1349.64,1380.73,1411.82,1435.79,1459.75,1483.72,1507.68,1531.64
,032024,BRA,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.27,1139.94,1156.61,1173.27,1189.94,1206.6,1219.69,1232.78,1245.87,1258.96,1272.04,1284.74,1297.43,1310.12,1322.81,1335.51
,032024,BRA,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.89,1125.12,1127.36,1129.6,1131.83,1134.07,1136.6,1139.12,1141.65,1144.18,1146.71,1146.5,1146.28,1146.07,1145.85,1145.64
,032024,BRA,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.42,1049.57,985.71,921.85,857.99,794.14,765.62,737.1,708.58,680.06,651.54,616.71,581.88,547.05,512.22,477.39
,032024,BRA,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.66,1177.17,1208.68,1240.19,1271.69,1303.2,1337.22,1371.23,1405.25,1439.27,1473.28,1523.22,1573.15,1623.09,1673.03,1722.96
,072023,BTN,"Current Policy, Max","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.11,2.22,2.35,2.45,2.6,2.72,2.86,3,,,,,
,072023,BTN,"Current Policy, Min","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.14,2.28,2.42,2.44,2.53,2.64,2.74,2.85,,,,,
,072023,BTN,Historical,"Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),0.81,0.87,0.85,0.83,0.92,1.01,0.98,0.99,1.03,1.19,1.12,1.14,1.16,1.25,1.27,1.32,1.3,1.48,1.51,1.49,1.62,1.64,1.73,1.87,2.02,2.18,2.35,2.54,2.79,2.56,2.09,2.05,2.1,,,,,,,,,,,,,
,072023,BTN,Historical,LULUCF,Emissions (absolute),MtCO2e (GWP-AR4),,,,,-8.33,-8.03,-8.1,-8.15,-8.54,-8.32,-8.35,-8.51,-8.64,-8.72,-8.67,-8.76,-8.55,-7.89,-8.68,-8.77,-8.62,-8.63,-8.65,-8.67,-8.25,-8.64,-8.49,-8.71,-8.85,-8.74,-8.88,,,,,,,,,,,,,,,
,072023,BTN,"NDC Conditional, Max","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,,,,,
,072023,BTN,"NDC Conditional, Min","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,,
,072023,BTN,"NDC Other, Max","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.83,,,,,
,072023,BTN,"NDC Other, Min","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.83,,,,,
,072023,BTN,"NDC Unconditional, Max","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,,,,,
,072023,BTN,"NDC Unconditional, Min","Economy-wide, excluding LULUCF",Emissions (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,,,,,
,082021,BTN,1.5C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,,,,,3.1,,,,,
,082021,BTN,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,,,,,3.48,,,,,
,082021,BTN,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),MtCO2e (GWP-AR4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,,,,,5.17,,,,,
